GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
 00000,United States, ,CAINC5N,1004.0,524,    Insurance carriers and related activities ,Thousands of dollars,157387000,163877000,170779000,181208000,190880000,200428000,206609000,209043000,202315000,203450000,212375000,224167000,232163000,246448000,261548000,266222000,280117000,295465000,306434000,320324000,330311000,353446000,375959000
 00000,United States, ,CAINC5N,1005.0,525,"    Funds, trusts, and other financial vehicles ",Thousands of dollars,16050000,10907000,8974000,9644000,10693000,7999000,16413000,15027000,3759000,7009000,7298000,6918000,9257000,7367000,9106000,10548000,14180000,11587000,11266000,13550000,11400000,16284000,17509000
 00000,United States, ,CAINC5N,1100.0,53,   Real estate and rental and leasing ,Thousands of dollars,151717000,158273000,161154000,166745000,168729000,167317000,146268000,143798000,134065000,148234000,174669000,204606000,224927000,237238000,266703000,287973000,288038000,308556000,334862000,330910000,386371000,400864000,413519000
 00000,United States, ,CAINC5N,1101.0,531,    Real estate ,Thousands of dollars,113576000,119566000,124205000,129174000,131606000,126282000,103807000,95432000,90381000,105423000,128329000,156726000,175934000,186340000,212676000,230131000,226938000,237559000,256911000,265229000,314364000,310820000,317276000
 00000,United States, ,CAINC5N,1102.0,532,    Rental and leasing services ,Thousands of dollars,35726000,36538000,34784000,35296000,34736000,38421000,39721000,45694000,41094000,40296000,43912000,45263000,46399000,48146000,51299000,55020000,57998000,68002000,74835000,62602000,68629000,86140000,92272000
 00000,United States, ,CAINC5N,1103.0,533,    Lessors of nonfinancial intangible assets (except copyrighted works) ,Thousands of dollars,2415000,2169000,2165000,2275000,2387000,2614000,2740000,2672000,2590000,2515000,2428000,2617000,2594000,2752000,2728000,2822000,3102000,2995000,3116000,3079000,3378000,3904000,3971000
 00000,United States, ,CAINC5N,1200.0,54,"   Professional, scientific, and technical services ",Thousands of dollars,604845000,601653000,609793000,649220000,698812000,767946000,832968000,899728000,851645000,871312000,930811000,981703000,999946000,1063237000,1132706000,1160953000,1221285000,1298628000,1379789000,1431193000,1594454000,1720292000,1822607000
 00000,United States, ,CAINC5N,1300.0,55,   Management of companies and enterprises ,Thousands of dollars,149900000,149888000,159094000,171871000,179033000,197183000,215745000,215180000,209470000,214767000,234010000,252319000,266316000,280667000,291612000,299683000,318705000,338816000,357479000,358466000,385782000,424358000,441697000
 00000,United States, ,CAINC5N,1400.0,56,   Administrative and support and waste management and remediation services ,Thousands of dollars,254361000,260996000,270001000,289855000,311606000,333582000,356846000,354478000,334376000,356010000,380113000,400618000,415081000,438052000,456517000,468360000,503155000,527647000,556744000,555289000,618700000,693097000,711563000
 00000,United States, ,CAINC5N,1401.0,561,    Administrative and support services ,Thousands of dollars,237737000,243722000,251889000,270398000,290815000,311570000,335771000,332090000,311271000,332659000,355909000,375857000,389940000,410956000,428127000,440483000,471651000,493283000,521318000,517475000,578682000,649962000,663336000
 00000,United States, ,CAINC5N,1402.0,562,    Waste management and remediation services ,Thousands of dollars,16624000,17274000,18112000,19457000,20791000,22012000,21075000,22388000,23105000,23351000,24204000,24761000,25141000,27096000,28390000,27877000,31504000,34364000,35426000,37814000,40018000,43135000,48227000
 00000,United States, ,CAINC5N,1500.0,61,   Educational services ,Thousands of dollars,83226000,92401000,98409000,106751000,110431000,118617000,129071000,136651000,147259000,154874000,162636000,171558000,174845000,185249000,191166000,201558000,203980000,212535000,224865000,227845000,242460000,254504000,268019000
 00000,United States, ,CAINC5N,1600.0,62,   Health care and social assistance ,Thousands of dollars,602480000,651411000,689443000,738764000,773585000,825105000,871487000,928795000,967350000,1015490000,1045748000,1083917000,1118361000,1152969000,1214736000,1267115000,1312699000,1374054000,1436340000,1500110000,1587376000,1678167000,1799747000
 00000,United States, ,CAINC5N,1601.0,621,    Ambulatory health care services ,Thousands of dollars,293443000,316132000,329254000,353986000,373110000,397657000,421938000,449379000,462028000,492072000,509401000,524846000,541372000,560375000,589435000,617098000,639020000,670463000,702548000,719215000,785194000,821525000,877443000
 00000,United States, ,CAINC5N,1602.0,622,    Hospitals ,Thousands of dollars,183713000,199327000,215142000,232088000,241266000,258315000,272046000,292931000,312472000,320239000,330243000,342731000,351774000,359805000,382716000,395262000,409524000,424399000,440256000,464145000,476890000,504191000,535973000
 00000,United States, ,CAINC5N,1603.0,623,    Nursing and residential care facilities ,Thousands of dollars,71421000,77281000,81944000,86205000,88669000,94025000,98543000,104398000,108242000,113136000,115326000,117193000,120235000,123296000,127685000,132828000,135704000,141883000,146420000,161416000,157209000,167268000,181184000
 00000,United States, ,CAINC5N,1604.0,624,    Social assistance ,Thousands of dollars,53903000,58671000,63103000,66485000,70540000,75108000,78960000,82087000,84608000,90043000,90778000,99147000,104980000,109493000,114900000,121927000,128451000,137309000,147116000,155334000,168083000,185183000,205147000
 00000,United States, ,CAINC5N,1700.0,71,"   Arts, entertainment, and recreation ",Thousands of dollars,71892000,76930000,80569000,84951000,85405000,91269000,103363000,100634000,98622000,107344000,110913000,118588000,124950000,136901000,136913000,146207000,151724000,161684000,168797000,132587000,162719000,190818000,212732000
 00000,United States, ,CAINC5N,1701.0,711,"    Performing arts, spectator sports, and related industries ",Thousands of dollars,38353000,42114000,44477000,46826000,46696000,50825000,59416000,55848000,55443000,62174000,64537000,68719000,70777000,79066000,76297000,81638000,85394000,92570000,96017000,74481000,90484000,109436000,122120000
 00000,United States, ,CAINC5N,1702.0,712,"    Museums, historical sites, and similar institutions ",Thousands of dollars,3252000,3443000,3578000,3761000,3907000,4124000,4463000,4759000,4857000,5055000,5129000,5408000,5691000,6129000,6383000,6819000,7158000,7589000,7911000,7091000,7945000,9118000,10366000
 00000,United States, ,CAINC5N,1703.0,713,"    Amusement, gambling, and recreation industries ",Thousands of dollars,30287000,31373000,32514000,34364000,34802000,36320000,39484000,40027000,38322000,40115000,41247000,44461000,48482000,51706000,54233000,57750000,59172000,61525000,64869000,51015000,64290000,72264000,80246000
 00000,United States, ,CAINC5N,1800.0,72,   Accommodation and food services ,Thousands of dollars,200745000,207200000,217899000,233576000,242924000,257493000,264295000,264947000,254353000,265015000,283002000,304456000,319039000,340963000,369315000,392651000,410832000,432218000,457689000,371188000,503825000,530346000,578662000
 00000,United States, ,CAINC5N,1801.0,721,    Accommodation ,Thousands of dollars,54540000,53873000,54715000,58765000,61296000,63384000,66402000,67251000,58069000,61245000,66767000,71463000,75846000,79845000,85493000,88488000,91037000,95940000,101313000,72639000,94719000,103907000,114472000
 00000,United States, ,CAINC5N,1802.0,722,    Food services and drinking places ,Thousands of dollars,146205000,153327000,163184000,174811000,181628000,194109000,197893000,197696000,196284000,203770000,216235000,232993000,243193000,261118000,283822000,304163000,319795000,336278000,356376000,298549000,409106000,426439000,464190000
 00000,United States, ,CAINC5N,1900.0,81,   Other services (except government and government enterprises) ,Thousands of dollars,245930000,270870000,272998000,286455000,303566000,325174000,324439000,309762000,310926000,332780000,343744000,360821000,364742000,386108000,400085000,408852000,420281000,441224000,456479000,443393000,474764000,514090000,540075000
 00000,United States, ,CAINC5N,1901.0,811,    Repair and maintenance ,Thousands of dollars,76542000,82808000,80033000,83497000,90272000,96891000,93075000,82967000,82516000,92496000,96905000,101721000,102489000,107926000,112154000,114584000,117551000,122058000,126090000,119769000,133628000,143675000,154151000
 00000,United States, ,CAINC5N,1902.0,812,    Personal and laundry services ,Thousands of dollars,70358000,78564000,77995000,82389000,90936000,99661000,95043000,81980000,83442000,97373000,101435000,106354000,106601000,113125000,116784000,119994000,124336000,129650000,133282000,116134000,135667000,147141000,156496000
 00000,United States, ,CAINC5N,1903.0,813,"    Religious, grantmaking, civic, professional, and similar organizations ",Thousands of dollars,85964000,96725000,100792000,105456000,107067000,112228000,118278000,125709000,127558000,127588000,129075000,135416000,137471000,144212000,149833000,154227000,159709000,167563000,174141000,185035000,183443000,198193000,203972000
 00000,United States, ,CAINC5N,1904.0,814,    Private households ,Thousands of dollars,13066000,12773000,14178000,15113000,15291000,16394000,18043000,19106000,17410000,15323000,16329000,17330000,18181000,20845000,21314000,20047000,18685000,21953000,22966000,22455000,22026000,25081000,25456000
 00000,United States, ,CAINC5N,2000.0,...,  Government and government enterprises ,Thousands of dollars,1099032000,1171274000,1237939000,1304494000,1364165000,1424876000,1500150000,1573054000,1618978000,1668220000,1676735000,1678865000,1723801000,1766134000,1821916000,1866169000,1914322000,1984761000,2039857000,2108153000,2174161000,2235009000,2369075000
 00000,United States, ,CAINC5N,2001.0,...,   Federal civilian ,Thousands of dollars,181568000,194790000,207508000,220976000,231292000,239402000,249381000,258690000,272305000,291670000,298927000,297840000,293442000,301690000,312462000,322284000,331147000,344274000,351279000,369758000,383170000,398157000,428315000
 00000,United States, ,CAINC5N,2002.0,...,   Military ,Thousands of dollars,70280000,81824000,96696000,102848000,111679000,115988000,121188000,130828000,139402000,144314000,143967000,142377000,137145000,133446000,132162000,136209000,137226000,135244000,140010000,147251000,157473000,158045000,166743000
 00000,United States, ,CAINC5N,2010.0,...,   State and local ,Thousands of dollars,847184000,894660000,933735000,980670000,1021194000,1069486000,1129581000,1183536000,1207271000,1232236000,1233841000,1238648000,1293214000,1330998000,1377292000,1407676000,1445949000,1505243000,1548568000,1591144000,1633518000,1678807000,1774017000
 00000,United States, ,CAINC5N,2011.0,...,    State government ,Thousands of dollars,238553000,250972000,259905000,271152000,282336000,295342000,311505000,327548000,333190000,341199000,346708000,351085000,367048000,379967000,392432000,398622000,411306000,424439000,438446000,452784000,465581000,477491000,507156000
 00000,United States, ,CAINC5N,2012.0,...,    Local government ,Thousands of dollars,608631000,643688000,673830000,709518000,738858000,774144000,818076000,855988000,874081000,891037000,887133000,887563000,926166000,951031000,984860000,1009054000,1034643000,1080804000,1110122000,1138360000,1167937000,1201316000,1266861000
